"ensembl"	"gene"	"Chromosome"	"Start"	"End"
"ENSG00000140988"	"RPS2"	"chr16"	1962058	1964841
"ENSG00000183751"	"TBL3"	"chr16"	1972053	1982929
"ENSG00000196408"	"NOXO1"	"chr16"	1978917	1984192
"ENSG00000127554"	"GFER"	"chr16"	1984193	1987749
"ENSG00000127561"	"SYNGR3"	"chr16"	1989660	1994275
"ENSG00000167962"	"ZNF598"	"chr16"	1997654	2009821
"ENSG00000183971"	"NPW"	"chr16"	2009926	2020755
"ENSG00000065054"	"SLC9A3R2"	"chr16"	2025356	2039026
"ENSG00000065057"	"NTHL1"	"chr16"	2039815	2047866
"ENSG00000103197"	"TSC2"	"chr16"	2047967	2089491
"ENSG00000008710"	"PKD1"	"chr16"	2088708	2135898
"ENSG00000167964"	"RAB26"	"chr16"	2140803	2154165
"ENSG00000131653"	"TRAF7"	"chr16"	2155698	2178129
"ENSG00000167971"	"CASKIN1"	"chr16"	2177180	2196605
"ENSG00000167965"	"MLST8"	"chr16"	2204248	2209453
"ENSG00000184207"	"PGP"	"chr16"	2211593	2214840
"ENSG00000167967"	"E4F1"	"chr16"	2223580	2235742
"ENSG00000167969"	"ECI1"	"chr16"	2239402	2252300
"ENSG00000167972"	"ABCA3"	"chr16"	2275881	2340746
"ENSG00000238098"	"ABCA17P"	"chr16"	2339150	2426699
"ENSG00000162063"	"CCNF"	"chr16"	2429394	2458854
"ENSG00000162062"	"TEDC2"	"chr16"	2460086	2464963
"ENSG00000162065"	"TBC1D24"	"chr16"	2475051	2509560
"ENSG00000185883"	"ATP6V0C"	"chr16"	2513952	2520218
"ENSG00000162066"	"AMDHD2"	"chr16"	2520357	2531422
"ENSG00000205923"	"CEMP1"	"chr16"	2530035	2531417
"ENSG00000140992"	"PDPK1"	"chr16"	2537979	2603188
"ENSG00000167977"	"KCTD5"	"chr16"	2682523	2709030
"ENSG00000172382"	"PRSS27"	"chr16"	2712419	2720551
"ENSG00000205913"	"SRRM2-AS1"	"chr16"	2737076	2752600
"ENSG00000167978"	"SRRM2"	"chr16"	2752626	2772538
"ENSG00000103355"	"PRSS33"	"chr16"	2783953	2787948
"ENSG00000007038"	"PRSS21"	"chr16"	2817180	2826304
"ENSG00000162076"	"FLYWCH2"	"chr16"	2883213	2899382
"ENSG00000127564"	"PKMYT1"	"chr16"	2968024	2980479
"ENSG00000162073"	"PAQR4"	"chr16"	2969270	2973484
"ENSG00000262152"	"LINC00514"	"chr16"	2988256	3002016
"ENSG00000131652"	"THOC6"	"chr16"	3024027	3027755
"ENSG00000162069"	"BICDL2"	"chr16"	3027682	3036944
"ENSG00000261971"	"MMP25-AS1"	"chr16"	3037400	3059370
"ENSG00000008516"	"MMP25"	"chr16"	3046062	3060726
"ENSG00000008517"	"IL32"	"chr16"	3065297	3082192
"ENSG00000263072"	"ZNF213-AS1"	"chr16"	3100696	3143734
"ENSG00000085644"	"ZNF213"	"chr16"	3129777	3142804
"ENSG00000228146"	"CASP16P"	"chr16"	3144015	3149963
"ENSG00000122390"	"NAA60"	"chr16"	3443649	3486953
"ENSG00000167984"	"NLRC3"	"chr16"	3539033	3577403
"ENSG00000213918"	"DNASE1"	"chr16"	3611728	3680143
"ENSG00000162104"	"ADCY9"	"chr16"	3953387	4116442
"ENSG00000185739"	"SRL"	"chr16"	4189374	4242080
"ENSG00000090447"	"TFAP4"	"chr16"	4257186	4273075
"ENSG00000126603"	"GLIS2"	"chr16"	4314761	4339597
"ENSG00000217930"	"PAM16"	"chr16"	4331549	4355607
"ENSG00000103426"	"CORO7-PAM16"	"chr16"	4340251	4420494
"ENSG00000262246"	"CORO7"	"chr16"	4354542	4425705
"ENSG00000168140"	"VASN"	"chr16"	4371848	4383538
"ENSG00000153443"	"UBALD1"	"chr16"	4608883	4615027
"ENSG00000102858"	"MGRN1"	"chr16"	4616493	4690974
"ENSG00000168096"	"ANKS3"	"chr16"	4696510	4734378
"ENSG00000166246"	"C16orf71"	"chr16"	4734344	4749396
"ENSG00000067836"	"ROGDI"	"chr16"	4796968	4802880
"ENSG00000118898"	"PPL"	"chr16"	4882507	4960741
"ENSG00000103184"	"SEC14L5"	"chr16"	4958330	5019157
"ENSG00000273963"	"ENPP7P14"	"chr16"	5110793	5148685
"ENSG00000078328"	"RBFOX1"	"chr16"	5239802	7713340
"ENSG00000183044"	"ABAT"	"chr16"	8674596	8784575
"ENSG00000183454"	"GRIN2A"	"chr16"	9753404	10182928
"ENSG00000179583"	"CIITA"	"chr16"	10866222	10943021
"ENSG00000038532"	"CLEC16A"	"chr16"	10944564	11182186
"ENSG00000184602"	"SNN"	"chr16"	11668455	11679152
"ENSG00000103381"	"CPPED1"	"chr16"	12659799	12803887
"ENSG00000237515"	"SHISA9"	"chr16"	12901598	13240416
"ENSG00000183458"	"PKD1P3"	"chr16"	14911551	14935708
"ENSG00000183426"	"NPIPA1"	"chr16"	14922802	14952060
"ENSG00000179889"	"PDXDC1"	"chr16"	14974591	15139339
"ENSG00000250251"	"PKD1P6"	"chr16"	15125242	15154564
"ENSG00000166780"	"BMERB1"	"chr16"	15434475	15625028
"ENSG00000244257"	"PKD1P1"	"chr16"	16310341	16334190
"ENSG00000227827"	"PKD1P2"	"chr16"	16356224	16377507
"ENSG00000103489"	"XYLT1"	"chr16"	17101769	17470960
"ENSG00000214940"	"NPIPA8"	"chr16"	18317942	18336736
"ENSG00000205746"	"PKD1P4"	"chr16"	18334400	18352476
"ENSG00000254681"	"PKD1P5"	"chr16"	18374521	18401940
"ENSG00000256340"	"ABCC6P1"	"chr16"	18571162	18598328
"ENSG00000103528"	"SYT17"	"chr16"	19167971	19268332
"ENSG00000103534"	"TMC5"	"chr16"	19410496	19499113
"ENSG00000180269"	"GPR139"	"chr16"	20028239	20073890
"ENSG00000169340"	"PDILT"	"chr16"	20359175	20404737
"ENSG00000260762"	"ACSM5P1"	"chr16"	20586550	20607107
"ENSG00000005187"	"ACSM3"	"chr16"	20610243	20797581
"ENSG00000158486"	"DNAH3"	"chr16"	20933111	21159441
"ENSG00000103310"	"ZP2"	"chr16"	21197450	21214510
"ENSG00000103316"	"CRYM"	"chr16"	21238874	21303083
"ENSG00000155719"	"OTOA"	"chr16"	21663968	21761935
"ENSG00000058600"	"POLR3E"	"chr16"	22297375	22335101
"ENSG00000257838"	"OTOAP1"	"chr16"	22545698	22576865
"ENSG00000122254"	"HS3ST2"	"chr16"	22814162	22916338
"ENSG00000166828"	"SCNN1G"	"chr16"	23182745	23216883
"ENSG00000168447"	"SCNN1B"	"chr16"	23278231	23381294
"ENSG00000166501"	"PRKCB"	"chr16"	23835983	24220611
"ENSG00000006116"	"CACNG3"	"chr16"	24256335	24362412
"ENSG00000182601"	"HS3ST4"	"chr16"	25691959	26137685
"ENSG00000103522"	"IL21R"	"chr16"	27402174	27452042
"ENSG00000259954"	"IL21R-AS1"	"chr16"	27447669	27453393
"ENSG00000169181"	"GSG1L"	"chr16"	27787528	28063714
"ENSG00000188322"	"SBK1"	"chr16"	28259246	28323849
"ENSG00000188603"	"CLN3"	"chr16"	28474111	28495575
"ENSG00000184730"	"APOBR"	"chr16"	28494643	28498970
"ENSG00000196296"	"ATP2A1"	"chr16"	28878405	28904466
"ENSG00000177548"	"RABEP2"	"chr16"	28904421	28936526
"ENSG00000103472"	"RRN3P2"	"chr16"	29074976	29116718
"ENSG00000260133"	"CA5AP1"	"chr16"	29618785	29636328
"ENSG00000079616"	"KIF22"	"chr16"	29790719	29805384
"ENSG00000167371"	"PRRT2"	"chr16"	29811382	29815892
"ENSG00000174938"	"SEZ6L2"	"chr16"	29871159	29899550
"ENSG00000174939"	"ASPHD1"	"chr16"	29900375	29919864
"ENSG00000174943"	"KCTD13"	"chr16"	29905012	29926236
"ENSG00000149930"	"TAOK2"	"chr16"	29973868	29992261
"ENSG00000149929"	"HIRIP3"	"chr16"	29992330	29996074
"ENSG00000169592"	"INO80E"	"chr16"	29995715	30005793
"ENSG00000149927"	"DOC2A"	"chr16"	30005514	30023270
"ENSG00000167194"	"C16orf92"	"chr16"	30023198	30027736
"ENSG00000149926"	"TLCD3B"	"chr16"	30024427	30052978
"ENSG00000102882"	"MAPK3"	"chr16"	30114105	30123506
"ENSG00000102879"	"CORO1A"	"chr16"	30182827	30189076
"ENSG00000169221"	"TBC1D10B"	"chr16"	30357102	30370494
"ENSG00000180035"	"ZNF48"	"chr16"	30378106	30400108
"ENSG00000099365"	"STX1B"	"chr16"	30989256	31010638
"ENSG00000169896"	"ITGAM"	"chr16"	31259967	31332892
"ENSG00000140678"	"ITGAX"	"chr16"	31355134	31382999
"ENSG00000156886"	"ITGAD"	"chr16"	31393335	31426505
"ENSG00000140675"	"SLC5A2"	"chr16"	31483002	31490860
"ENSG00000261475"	"LINC02190"	"chr16"	31542748	31553604
"ENSG00000261614"	"YBX3P1"	"chr16"	31568386	31569475
"ENSG00000230267"	"HERC2P4"	"chr16"	32103245	32188107
"ENSG00000260644"	"HERC2P5"	"chr16"	32741314	32776196
"ENSG00000214617"	"SLC6A10P"	"chr16"	32877469	32885501
"ENSG00000261599"	"HERC2P8"	"chr16"	33094204	33129090
"ENSG00000260518"	"BMS1P8"	"chr16"	33687025	33707213
"ENSG00000140798"	"ABCC12"	"chr16"	48081006	48156018
"ENSG00000102924"	"CBLN1"	"chr16"	49277917	49281838
"ENSG00000166152"	"C16orf78"	"chr16"	49373804	49399431
"ENSG00000102935"	"ZNF423"	"chr16"	49487524	49857919
"ENSG00000121274"	"TENT4B"	"chr16"	50152911	50235310
"ENSG00000121281"	"ADCY7"	"chr16"	50246137	50318135
"ENSG00000140807"	"NKD1"	"chr16"	50548396	50649249
"ENSG00000103460"	"TOX3"	"chr16"	52436417	52547802
"ENSG00000159387"	"IRX6"	"chr16"	55324203	55330756
"ENSG00000087245"	"MMP2"	"chr16"	55389700	55506691
"ENSG00000103546"	"SLC6A2"	"chr16"	55655988	55707645
"ENSG00000260765"	"CES1P2"	"chr16"	55728115	55750111
"ENSG00000228695"	"CES1P1"	"chr16"	55760566	55793960
"ENSG00000198848"	"CES1"	"chr16"	55802851	55833337
"ENSG00000159398"	"CES5A"	"chr16"	55846154	55956031
"ENSG00000087258"	"GNAO1"	"chr16"	56191390	56357444
"ENSG00000255986"	"MT1JP"	"chr16"	56635739	56637086
"ENSG00000070915"	"SLC12A3"	"chr16"	56865207	56915850
"ENSG00000140853"	"NLRC5"	"chr16"	56989485	57083531
"ENSG00000140848"	"CPNE2"	"chr16"	57092583	57148369
"ENSG00000102970"	"CCL17"	"chr16"	57404767	57416063
"ENSG00000125170"	"DOK4"	"chr16"	57471922	57487327
"ENSG00000135736"	"CCDC102A"	"chr16"	57512181	57536571
"ENSG00000159618"	"ADGRG5"	"chr16"	57542643	57591681
"ENSG00000205336"	"ADGRG1"	"chr16"	57610652	57665580
"ENSG00000140859"	"KIFC3"	"chr16"	57758217	57863053
"ENSG00000070729"	"CNGB1"	"chr16"	57882340	57971128
"ENSG00000166188"	"ZNF319"	"chr16"	57994676	58000672
"ENSG00000102996"	"MMP15"	"chr16"	58025754	58046901
"ENSG00000103034"	"NDRG4"	"chr16"	58462846	58513628
"ENSG00000150394"	"CDH8"	"chr16"	61647242	62037035
"ENSG00000166546"	"BEAN1"	"chr16"	66427295	66493529
"ENSG00000261656"	"BEAN1-AS1"	"chr16"	66469796	66481230
"ENSG00000140931"	"CMTM3"	"chr16"	66603874	66613892
"ENSG00000166589"	"CDH16"	"chr16"	66908122	66918917
"ENSG00000172831"	"CES2"	"chr16"	66934444	66945096
"ENSG00000172828"	"CES3"	"chr16"	66961245	66975149
"ENSG00000102871"	"TRADD"	"chr16"	67154185	67159909
"ENSG00000140939"	"NOL3"	"chr16"	67170154	67175735
"ENSG00000102890"	"ELMO3"	"chr16"	67199111	67204029
"ENSG00000125122"	"LRRC29"	"chr16"	67207139	67227048
"ENSG00000135740"	"SLC9A5"	"chr16"	67237683	67272191
"ENSG00000159713"	"TPPP3"	"chr16"	67389809	67393518
"ENSG00000159714"	"ZDHHC1"	"chr16"	67394152	67416833
"ENSG00000176387"	"HSD11B2"	"chr16"	67430652	67437553
"ENSG00000159720"	"ATP6V0D1"	"chr16"	67438014	67481181
"ENSG00000039523"	"RIPOR1"	"chr16"	67518418	67546788
"ENSG00000159753"	"CARMIL2"	"chr16"	67644988	67657569
"ENSG00000102977"	"ACD"	"chr16"	67657512	67660815
"ENSG00000141098"	"GFOD2"	"chr16"	67674531	67719339
"ENSG00000038358"	"EDC4"	"chr16"	67873052	67884499
"ENSG00000159792"	"PSKH1"	"chr16"	67893254	67929676
"ENSG00000124067"	"SLC12A4"	"chr16"	67943474	67969601
"ENSG00000167261"	"DPEP2"	"chr16"	67987394	68000586
"ENSG00000167264"	"DUS2"	"chr16"	67987746	68079320
"ENSG00000103066"	"PLA2G15"	"chr16"	68245304	68261058
"ENSG00000132600"	"PRMT7"	"chr16"	68310974	68358584
"ENSG00000103056"	"SMPD3"	"chr16"	68358327	68448508
"ENSG00000103044"	"HAS3"	"chr16"	69105653	69118719
"ENSG00000213380"	"COG8"	"chr16"	69320140	69339583
"ENSG00000258429"	"PDF"	"chr16"	69326913	69330588
"ENSG00000157322"	"CLEC18A"	"chr16"	69950705	69964452
"ENSG00000157335"	"CLEC18C"	"chr16"	70173322	70187361
"ENSG00000223496"	"EXOSC6"	"chr16"	70246778	70251940
"ENSG00000157350"	"ST3GAL2"	"chr16"	70375977	70439237
"ENSG00000157353"	"FCSK"	"chr16"	70454595	70480274
"ENSG00000132613"	"MTSS2"	"chr16"	70661204	70686053
"ENSG00000103043"	"VAC14"	"chr16"	70687439	70801160
"ENSG00000214353"	"VAC14-AS1"	"chr16"	70755035	70773251
"ENSG00000157423"	"HYDIN"	"chr16"	70802084	71230722
"ENSG00000172137"	"CALB2"	"chr16"	71358713	71390436
"ENSG00000261348"	"LINC02136"	"chr16"	71366933	71426464
"ENSG00000260734"	"TLE7"	"chr16"	71429980	71442054
"ENSG00000157429"	"ZNF19"	"chr16"	71464555	71565089
"ENSG00000140835"	"CHST4"	"chr16"	71525233	71538748
"ENSG00000040199"	"PHLPP2"	"chr16"	71637835	71724701
"ENSG00000140839"	"CLEC18B"	"chr16"	74408270	74421953
"ENSG00000103089"	"FA2H"	"chr16"	74712955	74774831
"ENSG00000186187"	"ZNRF1"	"chr16"	74999024	75110994
"ENSG00000166816"	"LDHD"	"chr16"	75111860	75116780
"ENSG00000168928"	"CTRB2"	"chr16"	75204103	75207161
"ENSG00000168925"	"CTRB1"	"chr16"	75218988	75226338
"ENSG00000050820"	"BCAR1"	"chr16"	75228181	75268053
"ENSG00000140873"	"ADAMTS18"	"chr16"	77247813	77435034
"ENSG00000171724"	"VAT1L"	"chr16"	77788564	77980107
"ENSG00000166509"	"CLEC3A"	"chr16"	78022515	78066761
"ENSG00000260731"	"KRT8P22"	"chr16"	78048483	78049897
"ENSG00000260737"	"LINC01227"	"chr16"	80553256	80572808
"ENSG00000166446"	"CDYL2"	"chr16"	80597907	80804598
"ENSG00000153815"	"CMIP"	"chr16"	81444808	81711762
"ENSG00000197943"	"PLCG2"	"chr16"	81739097	81962685
"ENSG00000140945"	"CDH13"	"chr16"	82626965	83800640
"ENSG00000103150"	"MLYCD"	"chr16"	83899115	83951445
"ENSG00000140961"	"OSGIN1"	"chr16"	83931311	83966332
"ENSG00000103154"	"NECAB2"	"chr16"	83968244	84002776
"ENSG00000103168"	"TAF1C"	"chr16"	84177847	84187070
"ENSG00000140955"	"ADAD2"	"chr16"	84191138	84197168
"ENSG00000168418"	"KCNG4"	"chr16"	84218657	84240012
"ENSG00000064270"	"ATP2C2"	"chr16"	84368527	84464187
"ENSG00000261286"	"ATP2C2-AS1"	"chr16"	84459259	84467361
"ENSG00000140950"	"MEAK7"	"chr16"	84476355	84554033
"ENSG00000103196"	"CRISPLD2"	"chr16"	84819985	84920768
"ENSG00000260340"	"LINC02176"	"chr16"	84928353	84939603
"ENSG00000135709"	"KIAA0513"	"chr16"	85027751	85094230
"ENSG00000278214"	"LINC02139"	"chr16"	85137150	85149443
"ENSG00000131149"	"GSE1"	"chr16"	85169525	85676204
"ENSG00000154102"	"C16orf74"	"chr16"	85690084	85751129
"ENSG00000268754"	"LINC01081"	"chr16"	86221420	86301303
"ENSG00000268532"	"LINC02135"	"chr16"	86286427	86293389
"ENSG00000168367"	"LINC00917"	"chr16"	86331632	86349688
"ENSG00000268388"	"FENDRR"	"chr16"	86474529	86509099
"ENSG00000103241"	"FOXF1"	"chr16"	86510527	86515422
"ENSG00000260944"	"FOXC2-AS1"	"chr16"	86565145	86567761
"ENSG00000176692"	"FOXC2"	"chr16"	86566829	86569728
"ENSG00000261175"	"LINC02188"	"chr16"	86710122	86742083
"ENSG00000232190"	"LINC02181"	"chr16"	87057784	87070105
"ENSG00000260456"	"C16orf95"	"chr16"	87083562	87317420
"ENSG00000103264"	"FBXO31"	"chr16"	87326987	87392142
"ENSG00000140948"	"ZCCHC14"	"chr16"	87406246	87493024
"ENSG00000154118"	"JPH3"	"chr16"	87601835	87698156
"ENSG00000104731"	"KLHDC4"	"chr16"	87696485	87765992
"ENSG00000103257"	"SLC7A5"	"chr16"	87830023	87869507
"ENSG00000174990"	"CA5A"	"chr16"	87881546	87936580
"ENSG00000172530"	"BANP"	"chr16"	87949244	88077318
"ENSG00000225614"	"ZNF469"	"chr16"	88382959	88440757
"ENSG00000179588"	"ZFPM1"	"chr16"	88453280	88537031
"ENSG00000261744"	"ZFPM1-AS1"	"chr16"	88512960	88531053
"ENSG00000158545"	"ZC3H18"	"chr16"	88570403	88631964
"ENSG00000124391"	"IL17C"	"chr16"	88638572	88640468
"ENSG00000051523"	"CYBA"	"chr16"	88643289	88651054
"ENSG00000167508"	"MVD"	"chr16"	88651935	88663161
"ENSG00000260630"	"SNAI3-AS1"	"chr16"	88663298	88687278
"ENSG00000185669"	"SNAI3"	"chr16"	88677688	88686507
"ENSG00000158717"	"RNF166"	"chr16"	88696499	88706408
"ENSG00000174177"	"CTU2"	"chr16"	88706483	88715396
"ENSG00000103335"	"PIEZO1"	"chr16"	88715338	88785220
"ENSG00000167513"	"CDT1"	"chr16"	88803789	88809258
"ENSG00000198931"	"APRT"	"chr16"	88809339	88811937
"ENSG00000141012"	"GALNS"	"chr16"	88813734	88856970
"ENSG00000205022"	"PABPN1L"	"chr16"	88863333	88866660
"ENSG00000129993"	"CBFA2T3"	"chr16"	88874858	88977207
"ENSG00000176715"	"ACSF3"	"chr16"	89088375	89164121
"ENSG00000180422"	"LINC00304"	"chr16"	89159146	89164245
"ENSG00000205015"	"LINC02138"	"chr16"	89166383	89169147
"ENSG00000129910"	"CDH15"	"chr16"	89171748	89195492
"ENSG00000259803"	"SLC22A31"	"chr16"	89195761	89201651
"ENSG00000197912"	"SPG7"	"chr16"	89490719	89557766
"ENSG00000178773"	"CPNE7"	"chr16"	89575758	89597246
"ENSG00000015413"	"DPEP1"	"chr16"	89613308	89638456
"ENSG00000131165"	"CHMP1A"	"chr16"	89640816	89657738
"ENSG00000185324"	"CDK10"	"chr16"	89680737	89696354
"ENSG00000158792"	"SPATA2L"	"chr16"	89696357	89701705
"ENSG00000075399"	"VPS9D1"	"chr16"	89707134	89720898
"ENSG00000261373"	"VPS9D1-AS1"	"chr16"	89711856	89718165
"ENSG00000158805"	"ZNF276"	"chr16"	89720400	89740925
"ENSG00000204991"	"SPIRE2"	"chr16"	89818179	89871319
"ENSG00000141002"	"TCF25"	"chr16"	89873570	89913627
"ENSG00000258839"	"MC1R"	"chr16"	89912119	89920973
"ENSG00000140995"	"DEF8"	"chr16"	89948697	89968060
"ENSG00000003249"	"DBNDD1"	"chr16"	90004871	90019890
"ENSG00000260528"	"FAM157C"	"chr16"	90102271	90178344
"ENSG00000260923"	"LINC02193"	"chr16"	90173217	90222851
"ENSG00000272636"	"DOC2B"	"chr17"	142789	181650
"ENSG00000181031"	"RPH3AL"	"chr17"	212389	386254
"ENSG00000262061"	"RPH3AL-AS1"	"chr17"	331205	333488
"ENSG00000167695"	"TLCD3A"	"chr17"	732412	742968
"ENSG00000167693"	"NXN"	"chr17"	799310	979776
"ENSG00000159842"	"ABR"	"chr17"	1003519	1229738
"ENSG00000205899"	"BHLHA9"	"chr17"	1270444	1271815
"ENSG00000184811"	"TRARG1"	"chr17"	1279662	1300978
"ENSG00000132376"	"INPP5K"	"chr17"	1494577	1516742
"ENSG00000174238"	"PITPNA"	"chr17"	1517718	1562792
"ENSG00000167703"	"SLC43A2"	"chr17"	1569268	1628886
"ENSG00000074660"	"SCARF1"	"chr17"	1633858	1645744
"ENSG00000167705"	"RILP"	"chr17"	1646145	1649866
"ENSG00000167711"	"SERPINF2"	"chr17"	1742836	1755265
"ENSG00000185924"	"RTN4RL1"	"chr17"	1934677	2025334
"ENSG00000177374"	"HIC1"	"chr17"	2054154	2063241
"ENSG00000141258"	"SGSM2"	"chr17"	2337498	2381058
"ENSG00000070444"	"MNT"	"chr17"	2384073	2401104
"ENSG00000132361"	"CLUH"	"chr17"	2689386	2712663
"ENSG00000261963"	"CCDC92B"	"chr17"	2724411	2749504
"ENSG00000132359"	"RAP1GAP2"	"chr17"	2755705	3037741
"ENSG00000221882"	"OR3A2"	"chr17"	3276942	3386317
"ENSG00000180090"	"OR3A1"	"chr17"	3291017	3298360
"ENSG00000159961"	"OR3A3"	"chr17"	3411370	3424070
"ENSG00000167723"	"TRPV3"	"chr17"	3510502	3557812
"ENSG00000196689"	"TRPV1"	"chr17"	3565444	3609411
"ENSG00000257950"	"P2RX5-TAX1BP3"	"chr17"	3663063	3696194
"ENSG00000083454"	"P2RX5"	"chr17"	3672199	3696240
"ENSG00000083457"	"ITGAE"	"chr17"	3714628	3801188
"ENSG00000004660"	"CAMKK1"	"chr17"	3860315	3894891
"ENSG00000108405"	"P2RX1"	"chr17"	3896592	3916476
"ENSG00000074370"	"ATP2A3"	"chr17"	3923870	3964464
"ENSG00000182557"	"SPNS3"	"chr17"	4433940	4488208
"ENSG00000183018"	"SPNS2"	"chr17"	4498881	4539035
"ENSG00000132382"	"MYBBP1A"	"chr17"	4538897	4555386
"ENSG00000188176"	"SMTNL2"	"chr17"	4583999	4608319
"ENSG00000161905"	"ALOX15"	"chr17"	4630919	4642294
"ENSG00000141480"	"ARRB2"	"chr17"	4710596	4721499
"ENSG00000141497"	"ZMYND15"	"chr17"	4739833	4746119
"ENSG00000129219"	"PLD2"	"chr17"	4807152	4823434
"ENSG00000141503"	"MINK1"	"chr17"	4833340	4898061
"ENSG00000196388"	"INCA1"	"chr17"	4988130	4997610
"ENSG00000129250"	"KIF1C"	"chr17"	4997950	5028401
"ENSG00000091592"	"NLRP1"	"chr17"	5499427	5619424
"ENSG00000179314"	"WSCD1"	"chr17"	6057807	6124427
"ENSG00000129221"	"AIPL1"	"chr17"	6393693	6435199
"ENSG00000091622"	"PITPNM3"	"chr17"	6451263	6556555
"ENSG00000256806"	"C17orf100"	"chr17"	6651762	6693202
"ENSG00000274114"	"ALOX15P1"	"chr17"	6657034	6693577
"ENSG00000141485"	"SLC13A5"	"chr17"	6684719	6713377
"ENSG00000132530"	"XAF1"	"chr17"	6755447	6775647
"ENSG00000167858"	"TEKT1"	"chr17"	6789133	6831761
"ENSG00000262943"	"ALOX12P2"	"chr17"	6853861	6954107
"ENSG00000215067"	"ALOX12-AS1"	"chr17"	6875232	7012530
"ENSG00000161944"	"ASGR2"	"chr17"	7101322	7115700
"ENSG00000072818"	"ACAP1"	"chr17"	7336529	7351477
"ENSG00000213859"	"KCTD11"	"chr17"	7351889	7354944
"ENSG00000187838"	"PLSCR3"	"chr17"	7389727	7394842
"ENSG00000262481"	"TMEM256-PLSCR3"	"chr17"	7389734	7404097
"ENSG00000169992"	"NLGN2"	"chr17"	7404874	7419860
"ENSG00000161958"	"FGF11"	"chr17"	7438273	7444937
"ENSG00000183914"	"DNAH2"	"chr17"	7717354	7833744
"ENSG00000132510"	"KDM6B"	"chr17"	7834217	7854796
"ENSG00000167874"	"TMEM88"	"chr17"	7855066	7856099
"ENSG00000132518"	"GUCY2D"	"chr17"	8002615	8020342
"ENSG00000179593"	"ALOX15B"	"chr17"	8039034	8049134
"ENSG00000275011"	"ALOXE3P1"	"chr17"	8063936	8072533
"ENSG00000179477"	"ALOX12B"	"chr17"	8072636	8087716
"ENSG00000179148"	"ALOXE3"	"chr17"	8095900	8119047
"ENSG00000179111"	"HES7"	"chr17"	8120592	8124106
"ENSG00000189051"	"RNF222"	"chr17"	8390704	8397826
"ENSG00000141506"	"PIK3R5"	"chr17"	8878911	8965712
"ENSG00000065320"	"NTN1"	"chr17"	9021510	9244000
"ENSG00000154914"	"USP43"	"chr17"	9644698	9729687
"ENSG00000184544"	"DHRS7C"	"chr17"	9771434	9791592
"ENSG00000065325"	"GLP2R"	"chr17"	9822206	9892099
"ENSG00000109047"	"RCVRN"	"chr17"	9896320	9905271
"ENSG00000007237"	"GAS7"	"chr17"	9910606	10198606
"ENSG00000006788"	"MYH13"	"chr17"	10300865	10373130
"ENSG00000188803"	"SHISA6"	"chr17"	11241213	11564063
"ENSG00000007174"	"DNAH9"	"chr17"	11598470	11969748
"ENSG00000006740"	"ARHGAP44"	"chr17"	12789498	12991643
"ENSG00000153976"	"HS3ST3A1"	"chr17"	13494032	13601929
"ENSG00000125430"	"HS3ST3B1"	"chr17"	14301081	14349404
"ENSG00000181350"	"LRRC75A"	"chr17"	16441577	16492193
"ENSG00000227300"	"KRT16P2"	"chr17"	16829999	16832830
"ENSG00000131885"	"KRT17P1"	"chr17"	16840895	16845881
"ENSG00000128438"	"TBC1D27P"	"chr17"	16922915	16934839
"ENSG00000240505"	"TNFRSF13B"	"chr17"	16929816	16972118
"ENSG00000133030"	"MPRIP"	"chr17"	17042457	17217679
"ENSG00000133027"	"PEMT"	"chr17"	17505563	17591708
"ENSG00000108557"	"RAI1"	"chr17"	17681458	17811453
"ENSG00000072310"	"SREBF1"	"chr17"	17810399	17837002
"ENSG00000175662"	"TOM1L2"	"chr17"	17843511	17972422
"ENSG00000091536"	"MYO15A"	"chr17"	18108706	18179802
"ENSG00000131899"	"LLGL1"	"chr17"	18225635	18244875
"ENSG00000214860"	"EVPLL"	"chr17"	18377778	18389647
"ENSG00000204471"	"TBC1D3P4"	"chr17"	18393480	18400961
"ENSG00000186831"	"KRT17P2"	"chr17"	18426861	18431848
"ENSG00000214856"	"KRT16P1"	"chr17"	18432051	18442895
"ENSG00000229526"	"KRT16P4"	"chr17"	18450244	18475920
"ENSG00000167494"	"NOS2P2"	"chr17"	18497095	18506313
"ENSG00000154025"	"SLC5A10"	"chr17"	18950345	19022595
"ENSG00000188522"	"FAM83G"	"chr17"	18968789	19004764
"ENSG00000154016"	"GRAP"	"chr17"	19020656	19047011
"ENSG00000189152"	"GRAPL"	"chr17"	19127535	19159187
"ENSG00000072134"	"EPN2"	"chr17"	19215615	19336715
"ENSG00000180638"	"SLC47A2"	"chr17"	19678288	19718979
"ENSG00000108602"	"ALDH3A1"	"chr17"	19737984	19748943
"ENSG00000230528"	"NOS2P3"	"chr17"	20436337	20447249
"ENSG00000214822"	"KRT16P3"	"chr17"	20501513	20512357
"ENSG00000231645"	"KRT17P6"	"chr17"	20512560	20517479
"ENSG00000233098"	"CCDC144NL-AS1"	"chr17"	20868433	21002276
"ENSG00000274180"	"NATD1"	"chr17"	21238870	21253410
"ENSG00000034152"	"MAP2K3"	"chr17"	21284672	21315232
"ENSG00000184185"	"KCNJ12"	"chr17"	21376357	21419870
"ENSG00000212719"	"LINC02693"	"chr17"	21428263	21574517
"ENSG00000260458"	"KCNJ18"	"chr17"	21692523	21704612
"ENSG00000141068"	"KSR1"	"chr17"	27456470	27626438
