hyper_cohort	probeID	bin_chr	bin_start	bin_end	cpg_count
TCGA-HNSC	cg06795963	chr17	42780301	42780600	30
TCGA-HNSC	cg04389164	chr16	4327201	4327500	5
TCGA-HNSC	cg03956820	chr17	82232101	82232400	14
TCGA-HNSC	cg18959309	chr1	220690801	220691100	18
TCGA-HNSC	cg10587913	chr12	53998801	53999100	7
TCGA-HNSC	cg18064824	chr2	176114101	176114400	11
TCGA-HNSC	cg16988986	chr1	109398301	109398600	9
TCGA-HNSC	cg01135754	chr16	54284101	54284400	18
TCGA-HNSC	cg21493505	chr19	56367901	56368200	22
TCGA-HNSC	cg11214140	chr8	54457801	54458100	34
TCGA-HNSC	cg02058628	chr1	2232901	2233200	15
TCGA-HNSC	cg12473912	chr3	137032801	137033100	12
TCGA-HNSC	cg13698778	chr20	17315701	17316000	18
TCGA-HNSC	cg07181565	chr2	172088701	172089000	13
TCGA-HNSC	cg19898108	chr12	53989801	53990100	8
TCGA-HNSC	cg18116902	chr1	83860801	83861100	25
TCGA-HNSC	cg13919285	chr20	59301001	59301300	13
TCGA-HNSC	cg25514273	chr13	70107601	70107900	25
TCGA-HNSC	cg06804846	chr1	6475201	6475500	9
TCGA-HNSC	cg22700848	chr12	124506301	124506600	16
TCGA-HNSC	cg24657523	chr15	48178501	48178800	6
TCGA-HNSC	cg13769834	chr17	48636301	48636600	7
TCGA-HNSC	cg13769834	chr17	48636601	48636900	26
TCGA-HNSC	cg11521969	chr7	131945701	131946000	12
TCGA-HNSC	cg03719092	chr8	69832501	69832800	19
TCGA-HNSC	cg15181598	chr7	38311201	38311500	22
TCGA-HNSC	cg05991401	chr17	74745001	74745300	8
TCGA-HNSC	cg25936177	chr15	88769701	88770000	18
TCGA-HNSC	cg08488841	chr3	127915201	127915500	29
TCGA-HNSC	cg17342925	chr2	118852801	118853100	21
TCGA-HNSC	cg12762816	chr2	172088401	172088700	13
TCGA-HNSC	cg05462761	chr1	6484801	6485100	8
TCGA-HNSC	cg25214093	chr10	124447201	124447500	30
TCGA-HNSC	cg22345063	chr1	47725801	47726100	8
TCGA-HNSC	cg20470857	chr2	119158201	119158500	44
TCGA-HNSC	cg20986832	chr1	225962401	225962700	14
TCGA-HNSC	cg03325931	chr10	28679701	28680000	4
TCGA-HNSC	cg15794859	chr6	133892701	133893000	17
TCGA-HNSC	cg02065637	chr20	63177601	63177900	44
TCGA-HNSC	cg26509715	chr2	118842901	118843200	26
TCGA-HNSC	cg17852588	chr6	75349801	75350100	14
TCGA-HNSC	cg18083817	chr1	43935901	43936200	13
TCGA-HNSC	cg04938315	chr1	152107801	152108100	21
TCGA-HNSC	cg13392258	chr17	79832101	79832400	31
TCGA-HNSC	cg21253459	chr15	59996101	59996400	10
TCGA-HNSC	cg12122146	chr12	129903601	129903900	32
TCGA-HNSC	cg14323675	chr9	17907001	17907300	21
TCGA-HNSC	cg19215671	chr2	236172901	236173200	25
TCGA-HNSC	cg23542968	chr14	36513901	36514200	14
TCGA-HNSC	cg09479694	chr8	69832501	69832800	19
TCGA-HNSC	cg22429121	chr1	27575101	27575400	21
TCGA-HNSC	cg14799457	chr18	22347001	22347300	11
TCGA-HNSC	cg14451701	chr20	22587001	22587300	22
TCGA-HNSC	cg03107393	chr17	48615001	48615300	14
TCGA-HNSC	cg18315960	chr13	57629701	57630000	23
TCGA-HNSC	cg24119798	chr11	45355201	45355500	12
TCGA-HNSC	cg09735465	chr9	117744901	117745200	35
TCGA-HNSC	cg08281415	chr16	86925301	86925600	9
TCGA-HNSC	cg03329976	chr8	54457501	54457800	17
TCGA-HNSC	cg22910295	chr19	10293001	10293300	26
TCGA-HNSC	cg05221748	chr5	123285301	123285600	11
TCGA-HNSC	cg07007400	chr12	52233001	52233300	29
TCGA-HNSC	cg16731264	chr6	75349801	75350100	14
TCGA-HNSC	cg13606994	chr1	43936501	43936800	34
TCGA-HNSC	cg13463522	chr20	22587001	22587300	22
TCGA-HNSC	cg07967679	chr12	52233001	52233300	29
TCGA-HNSC	cg11353250	chr6	75085201	75085500	23
TCGA-HNSC	cg03260240	chr17	48555601	48555900	24
TCGA-HNSC	cg02124383	chr7	8435401	8435700	18
TCGA-HNSC	cg20012888	chr2	120741901	120742200	23
TCGA-HNSC	cg15552158	chr2	172088401	172088700	13
TCGA-HNSC	cg06681768	chr17	49972501	49972800	21
TCGA-HNSC	cg06271850	chr16	89700001	89700300	17
TCGA-HNSC	cg09147985	chr11	40293001	40293300	15
TCGA-HNSC	cg03777083	chr17	42780001	42780300	7
TCGA-HNSC	cg17076890	chr10	23192401	23192700	28
TCGA-HNSC	cg12030550	chr11	86672401	86672700	20
TCGA-HNSC	cg27137389	chr10	128540701	128541000	10
TCGA-HNSC	cg06198384	chr1	63326101	63326400	18
TCGA-HNSC	cg01535080	chr6	165663901	165664200	28
TCGA-HNSC	cg02202246	chr10	132411601	132411900	14
TCGA-HNSC	cg22973468	chr8	53657101	53657400	24
TCGA-HNSC	cg18676790	chr7	98051401	98051700	8
TCGA-HNSC	cg02541778	chr8	54470101	54470400	32
TCGA-HNSC	cg08023265	chr1	30685201	30685500	29
TCGA-HNSC	cg11969213	chr17	45246901	45247200	17
TCGA-HNSC	cg21512644	chr4	155208601	155208900	19
TCGA-HNSC	cg25681339	chr17	1270801	1271100	46
TCGA-HNSC	cg05100419	chr2	236173201	236173500	27
TCGA-HNSC	cg06600429	chr5	161548801	161549100	24
TCGA-HNSC	cg03555227	chr5	170862001	170862300	34
TCGA-HNSC	cg17971015	chr19	12195301	12195600	19
TCGA-HNSC	cg21016266	chr12	121918501	121918800	24
TCGA-HNSC	cg05768427	chr3	127915201	127915500	29
TCGA-HNSC	cg14748795	chr10	99523201	99523500	13
TCGA-HNSC	cg11164400	chr7	94907401	94907700	18
TCGA-HNSC	cg06346081	chr1	42455701	42456000	15
TCGA-HNSC	cg00426310	chr5	139650601	139650900	14
TCGA-HNSC	cg03672342	chr10	8052001	8052300	18
TCGA-HNSC	cg02739346	chr2	118842901	118843200	26
TCGA-HNSC	cg25648746	chr5	64506901	64507200	13
TCGA-HNSC	cg19516105	chr1	26225101	26225400	23
TCGA-HNSC	cg02589791	chr7	64495201	64495500	18
TCGA-HNSC	cg13080282	chr12	24564001	24564300	17
TCGA-HNSC	cg03853208	chr7	25950001	25950300	11
TCGA-HNSC	cg02643054	chr7	27166801	27167100	15
TCGA-HNSC	cg22618164	chr12	121918201	121918500	20
TCGA-HNSC	cg06498267	chr5	45695701	45696000	36
TCGA-HNSC	cg03671597	chr17	29006401	29006700	8
TCGA-HNSC	cg05667379	chr2	115163101	115163400	13
TCGA-HNSC	cg10748355	chr3	62876101	62876400	15
TCGA-HNSC	cg15795305	chr10	100621501	100621800	21
TCGA-HNSC	cg04517282	chr5	2742901	2743200	15
TCGA-HNSC	cg10604476	chr19	10293001	10293300	26
TCGA-HNSC	cg06371836	chr20	22579201	22579500	17
TCGA-HNSC	cg13927566	chr1	90706501	90706800	30
TCGA-HNSC	cg15030415	chr17	3004501	3004800	18
TCGA-HNSC	cg00558749	chr1	1782301	1782600	21
TCGA-HNSC	cg20162381	chr12	3200701	3201000	34
TCGA-HNSC	cg01853561	chr21	36747901	36748200	43
TCGA-HNSC	cg08605326	chr17	52159801	52160100	13
TCGA-HNSC	cg09451235	chr16	67399501	67399800	22
TCGA-HNSC	cg02115960	chr5	96433201	96433500	16
TCGA-HNSC	cg06599594	chr3	113948701	113949000	9
TCGA-HNSC	cg04431946	chr2	47570401	47570700	42
TCGA-HNSC	cg13674575	chr17	68198701	68199000	22
TCGA-HNSC	cg13367169	chr2	118851901	118852200	13
TCGA-HNSC	cg06212289	chr6	170296801	170297100	27
TCGA-HNSC	cg09829551	chr16	86565301	86565600	6
TCGA-HNSC	cg00624617	chr5	154472701	154473000	15
TCGA-HNSC	cg04101194	chr4	25655101	25655400	9
TCGA-HNSC	cg16587616	chr6	62286001	62286300	32
TCGA-HNSC	cg04219321	chr17	55264201	55264500	12
TCGA-HNSC	cg15060012	chr19	57935401	57935700	11
TCGA-HNSC	cg01915791	chr19	35756401	35756700	13
TCGA-HNSC	cg09307564	chr14	36514501	36514800	14
TCGA-HNSC	cg22974228	chr11	44310901	44311200	19
TCGA-HNSC	cg27109129	chr4	73998301	73998600	24
TCGA-HNSC	cg08307030	chr15	76341901	76342200	18
TCGA-HNSC	cg14080585	chr20	62064601	62064900	44
TCGA-HNSC	cg02473540	chr19	58059001	58059300	33
TCGA-HNSC	cg11145160	chr3	170418301	170418600	14
TCGA-HNSC	cg19672997	chr14	47675101	47675400	20
TCGA-HNSC	cg01801603	chr8	122783101	122783400	5
TCGA-HNSC	cg04678392	chr15	67822201	67822500	15
TCGA-HNSC	cg06078469	chr17	57258301	57258600	5
TCGA-HNSC	cg22762091	chr8	131040301	131040600	19
TCGA-HNSC	cg24747764	chr13	112106701	112107000	18
TCGA-HNSC	cg00089091	chr2	115162201	115162500	31
TCGA-HNSC	cg22548438	chr2	118849801	118850100	27
TCGA-HNSC	cg03564793	chr6	75084901	75085200	12
TCGA-HNSC	cg15662768	chr20	62220601	62220900	16
TCGA-HNSC	cg16656411	chr17	6914101	6914400	16
TCGA-HNSC	cg03705912	chr5	16179001	16179300	41
TCGA-HNSC	cg12919006	chr2	124025101	124025400	28
TCGA-HNSC	cg13012916	chr14	36504301	36504600	30
TCGA-HNSC	cg06942685	chr19	56367901	56368200	22
TCGA-HNSC	cg02019574	chr2	45001201	45001500	25
TCGA-HNSC	cg02019574	chr2	45001501	45001800	15
TCGA-HNSC	cg08536841	chr19	48747001	48747300	10
TCGA-HNSC	cg10422777	chr9	77016301	77016600	25
TCGA-HNSC	cg24398479	chr7	27152401	27152700	25
TCGA-HNSC	cg05577810	chr2	78993301	78993600	16
TCGA-HNSC	cg24879335	chr3	133746301	133746600	32
TCGA-HNSC	cg07730301	chr11	68010301	68010600	9
TCGA-HNSC	cg20053465	chr10	128541601	128541900	7
TCGA-HNSC	cg21714212	chr6	30679201	30679500	14
TCGA-HNSC	cg16902509	chr10	15719101	15719400	8
TCGA-HNSC	cg19623717	chr20	5315701	5316000	22
TCGA-HNSC	cg12457238	chr10	100739101	100739400	22
TCGA-HNSC	cg20096204	chr3	169660801	169661100	10
TCGA-HNSC	cg26078977	chr5	59893501	59893800	27
TCGA-HNSC	cg04059773	chr19	53058301	53058600	27
TCGA-HNSC	cg07380705	chr5	76953901	76954200	27
TCGA-HNSC	cg06383163	chr8	138496801	138497100	38
TCGA-HNSC	cg14392804	chr13	94705801	94706100	9
TCGA-HNSC	cg08315202	chr7	98616601	98616900	37
TCGA-HNSC	cg26425256	chr2	118853701	118854000	20
TCGA-HNSC	cg03230711	chr2	45000901	45001200	18
TCGA-HNSC	cg11612786	chr2	236169601	236169900	16
TCGA-HNSC	cg08975803	chr12	52233001	52233300	29
TCGA-HNSC	cg16260421	chr1	50023501	50023800	15
TCGA-HNSC	cg00981994	chr2	218871001	218871300	16
TCGA-HNSC	cg16549027	chr6	43181701	43182000	8
TCGA-HNSC	cg19374305	chr2	196068901	196069200	12
TCGA-HNSC	cg13374901	chr20	62064301	62064600	23
TCGA-HNSC	cg10182317	chr6	122996101	122996400	31
TCGA-HNSC	cg22374940	chr1	26225101	26225400	23
TCGA-HNSC	cg06976025	chr17	79836901	79837200	16
TCGA-HNSC	cg21523908	chr1	177171301	177171600	21
TCGA-HNSC	cg04367345	chr11	44310901	44311200	19
TCGA-HNSC	cg26275470	chr2	167294401	167294700	12
TCGA-HNSC	cg13601435	chr9	117744901	117745200	35
TCGA-HNSC	cg23949389	chr5	123285301	123285600	11
TCGA-HNSC	cg16717122	chr15	51681601	51681900	12
TCGA-HNSC	cg09907936	chr19	58059001	58059300	33
TCGA-HNSC	cg18321548	chr11	44310901	44311200	19
TCGA-HNSC	cg07695835	chr4	20984101	20984400	21
TCGA-HNSC	cg16578609	chr1	2467501	2467800	17
TCGA-HNSC	cg26717041	chr11	44311201	44311500	16
TCGA-HNSC	cg19782061	chr4	173494501	173494800	13
TCGA-HNSC	cg08575537	chr7	100720801	100721100	34
TCGA-HNSC	cg01527159	chr19	21474601	21474900	14
TCGA-HNSC	cg19488874	chr2	174328801	174329100	18
TCGA-HNSC	cg07035165	chr5	114362701	114363000	34
TCGA-HNSC	cg16871828	chr1	145960201	145960500	14
TCGA-HNSC	cg19737787	chr13	27918001	27918300	24
TCGA-HNSC	cg18430128	chr19	58059001	58059300	33
TCGA-HNSC	cg10508760	chr1	166884301	166884600	25
TCGA-HNSC	cg26320663	chr1	152188801	152189100	17
TCGA-HNSC	cg08955941	chr5	141040801	141041100	10
TCGA-HNSC	cg01792403	chr13	99974701	99975000	13
TCGA-HNSC	cg25770176	chr10	89645701	89646000	4
TCGA-HNSC	cg12748890	chr1	27349501	27349800	27
TCGA-HNSC	cg08260891	chr20	45890101	45890400	19
TCGA-HNSC	cg13077545	chr17	43755301	43755600	42
TCGA-HNSC	cg12917718	chr13	70107601	70107900	25
TCGA-HNSC	cg17187163	chr2	237486301	237486600	24
TCGA-HNSC	cg10560245	chr11	70111501	70111800	12
TCGA-HNSC	cg25293896	chr19	45217501	45217800	34
TCGA-HNSC	cg05842855	chr6	28635301	28635600	17
TCGA-HNSC	cg05395947	chr6	148560001	148560300	30
TCGA-HNSC	cg02305135	chr2	85134301	85134600	27
TCGA-HNSC	cg27376707	chr16	6483001	6483300	30
TCGA-HNSC	cg02250594	chr18	57435901	57436200	36
TCGA-HNSC	cg23234640	chr18	5197201	5197500	24
TCGA-HNSC	cg13480357	chr2	219041401	219041700	19
TCGA-HNSC	cg24660670	chr1	115828201	115828500	29
TCGA-HNSC	cg03469054	chr12	129903301	129903600	31
TCGA-HNSC	cg03960072	chr6	24357601	24357900	32
TCGA-HNSC	cg11441553	chr12	57220201	57220500	26
TCGA-HNSC	cg05989862	chr11	68128501	68128800	21
TCGA-HNSC	cg07935790	chr2	118854601	118854900	14
TCGA-HNSC	cg04980590	chr5	3590701	3591000	11
TCGA-HNSC	cg12170314	chr11	15114901	15115200	12
TCGA-HNSC	cg09047573	chr5	138139201	138139500	14
TCGA-HNSC	cg16913789	chr7	27164101	27164400	13
TCGA-HNSC	cg22902266	chr9	93951901	93952200	26
TCGA-HNSC	cg27586487	chr10	77927401	77927700	11
TCGA-HNSC	cg07639489	chr4	173538301	173538600	16
TCGA-KICH	cg21449569	chr19	2276101	2276400	28
TCGA-KICH	cg17864091	chr20	63568501	63568800	18
TCGA-KICH	cg15046675	chr19	49335301	49335600	4
TCGA-KICH	cg10673833	chr7	44979001	44979300	13
TCGA-KICH	cg07499032	chr7	102426301	102426600	8
TCGA-KICH	cg17352276	chr15	66502801	66503100	8
TCGA-KICH	cg21311067	chr19	4916701	4917000	11
TCGA-KICH	cg23098529	chr19	10105801	10106100	14
TCGA-KICH	cg25922751	chr12	124466101	124466400	23
TCGA-KICH	cg16651552	chr5	483301	483600	20
TCGA-KICH	cg01681367	chr16	29664601	29664900	16
TCGA-KICH	cg17213699	chr12	6772201	6772500	10
TCGA-KICH	cg21465176	chr17	82400701	82401000	10
TCGA-KICH	cg21465176	chr17	82401001	82401300	12
TCGA-KICH	cg26219540	chr5	93601801	93602100	9
TCGA-KICH	cg26598899	chr11	2300401	2300700	10
TCGA-KICH	cg11284842	chr5	93596101	93596400	17
TCGA-KICH	cg00681462	chr14	75333901	75334200	18
TCGA-KICH	cg06589239	chr7	921601	921900	21
TCGA-KICH	cg13053992	chr21	44243101	44243400	15
TCGA-KICH	cg02061173	chr5	78509701	78510000	15
TCGA-KICH	cg12353452	chr12	51324001	51324300	21
TCGA-KICH	cg21141143	chr5	61626601	61626900	10
TCGA-KICH	cg01783650	chr1	3394201	3394500	21
TCGA-KICH	cg17967780	chr10	48685201	48685500	9
TCGA-KICH	cg18023065	chr11	94545301	94545600	29
TCGA-KICH	cg00928596	chr16	14309101	14309400	8
TCGA-KICH	cg22840361	chr15	96344401	96344700	13
TCGA-KICH	cg07400503	chr10	132296701	132297000	14
TCGA-KICH	cg20558230	chr5	483901	484200	16
TCGA-KICH	cg19872463	chr12	6772201	6772500	10
TCGA-KICH	cg22379668	chr17	83062201	83062500	9
TCGA-KICH	cg15220969	chr21	43399201	43399500	19
TCGA-KICH	cg06219624	chr5	112160401	112160700	7
TCGA-KICH	cg02726898	chr16	1096501	1096800	19
TCGA-KICH	cg12131620	chr19	3188701	3189000	12
TCGA-KICH	cg11420667	chr11	1728901	1729200	9
TCGA-KICH	cg22502001	chr1	2428501	2428800	24
TCGA-KICH	cg11648730	chr5	93571201	93571500	18
TCGA-KICH	cg06034527	chr15	96369601	96369900	11
TCGA-KICH	cg20346388	chr12	48925801	48926100	4
TCGA-KICH	cg17339927	chr12	132414301	132414600	16
TCGA-KICH	cg06787669	chr7	44979001	44979300	13
TCGA-KICH	cg18581405	chr19	3180001	3180300	10
TCGA-KICH	cg16716189	chr1	112719001	112719300	15
TCGA-KICH	cg16983588	chr11	129923101	129923400	9
TCGA-KICH	cg12435134	chr4	75939601	75939900	13
TCGA-KICH	cg17198711	chr16	1093801	1094100	36
TCGA-KICH	cg08865522	chr12	113136301	113136600	4
TCGA-KICH	cg08989478	chr10	80535601	80535900	14
TCGA-KICH	cg08802053	chr5	93596101	93596400	17
TCGA-KICH	cg00090787	chr15	66502801	66503100	8
TCGA-KICH	cg22337438	chr19	53823901	53824200	11
TCGA-KICH	cg17566541	chr11	1890901	1891200	19
TCGA-KICH	cg19821713	chr15	96366301	96366600	14
TCGA-KICH	cg05987823	chr12	54034801	54035100	17
TCGA-KICH	cg11902728	chr19	35295601	35295900	20
TCGA-KICH	cg22214889	chr20	50794201	50794500	20
TCGA-KICH	cg20171559	chr7	27087601	27087900	9
TCGA-KICH	cg02967610	chr19	56638201	56638500	10
TCGA-KICH	cg04094193	chr4	68350201	68350500	7
TCGA-KICH	cg15488009	chr19	681301	681600	27
TCGA-KICH	cg12304937	chr7	640201	640500	5
TCGA-KICH	cg18223939	chr17	42535801	42536100	17
TCGA-KICH	cg04757806	chr11	94545301	94545600	29
TCGA-KICH	cg12488111	chr14	105479101	105479400	23
TCGA-KICH	cg25770948	chr11	81744601	81744900	22
TCGA-KICH	cg04029027	chr7	130485901	130486200	13
TCGA-KICH	cg07106394	chr14	103905901	103906200	16
TCGA-KICH	cg17400113	chr15	93073801	93074100	16
TCGA-KICH	cg11573518	chr7	74306401	74306700	17
TCGA-KICH	cg11573518	chr7	74306701	74307000	10
TCGA-KICH	cg25382900	chr1	12088201	12088500	10
TCGA-KICH	cg01223086	chr15	96353401	96353700	10
TCGA-KICH	cg05473536	chr16	1081201	1081500	12
TCGA-KICH	cg01238991	chr8	98064001	98064300	7
TCGA-KICH	cg12488585	chr12	131949301	131949600	10
TCGA-KICH	cg00232105	chr14	100285801	100286100	18
TCGA-KICH	cg03419051	chr17	31487101	31487400	6
TCGA-KICH	cg26158194	chr11	1852801	1853100	10
TCGA-KICH	cg18307783	chr5	93595801	93596100	12
TCGA-KICH	cg14016390	chr16	1096201	1096500	20
TCGA-KICH	cg00244517	chr4	56505301	56505600	18
TCGA-KICH	cg12044828	chr15	96358201	96358500	10
TCGA-KICH	cg00805193	chr20	63978001	63978300	9
TCGA-KICH	cg22221074	chr12	3753601	3753900	5
TCGA-KICH	cg17518965	chr19	3178801	3179100	27
TCGA-KICH	cg16212298	chr19	50548501	50548800	19
TCGA-KICH	cg01032675	chr19	3136201	3136500	17
TCGA-KIRC	cg09831081	chr21	46227601	46227900	7
TCGA-KIRC	cg21449569	chr19	2276101	2276400	28
TCGA-KIRC	cg07297068	chr8	6834001	6834300	10
TCGA-KIRC	cg27625732	chr9	128786701	128787000	9
TCGA-KIRC	cg17352276	chr15	66502801	66503100	8
TCGA-KIRC	cg01911400	chr13	57286801	57287100	21
TCGA-KIRC	cg27039898	chr17	81841501	81841800	20
TCGA-KIRC	cg27316369	chr17	81841501	81841800	20
TCGA-KIRC	cg13053992	chr21	44243101	44243400	15
TCGA-KIRC	cg00986130	chr5	178394701	178395000	15
TCGA-KIRC	cg06018514	chr15	40927501	40927800	22
TCGA-KIRC	cg16711332	chr1	6471601	6471900	17
TCGA-KIRC	cg27449258	chr21	45073501	45073800	8
TCGA-KIRC	cg08417257	chr3	13650601	13650900	29
TCGA-KIRC	cg00090787	chr15	66502801	66503100	8
TCGA-KIRC	cg12908660	chr7	50468401	50468700	4
TCGA-KIRC	cg20752878	chr17	7177201	7177500	11
TCGA-KIRC	cg02967610	chr19	56638201	56638500	10
TCGA-KIRC	cg07218744	chr16	1046701	1047000	20
TCGA-KIRC	cg24617008	chr8	140458501	140458800	9
TCGA-KIRC	cg13827677	chr9	128688301	128688600	13
TCGA-KIRC	cg03419051	chr17	31487101	31487400	6
TCGA-KIRC	cg16935039	chr6	1607101	1607400	12
TCGA-KIRC	cg00961616	chr16	86760901	86761200	12
TCGA-KIRC	cg00469771	chr17	81841501	81841800	20
TCGA-KIRC	cg09245698	chr6	158663101	158663400	12
TCGA-KIRC	cg16212298	chr19	50548501	50548800	19
TCGA-KIRC	cg02654940	chr6	34238401	34238700	5
TCGA-KIRC	cg04578792	chr3	128433301	128433600	8
TCGA-KIRC	cg05922210	chr4	154332601	154332900	13
TCGA-KIRC	cg06730250	chr5	178394701	178395000	15
TCGA-KIRC	cg14224786	chr9	135735901	135736200	8
TCGA-KIRC	cg02411275	chr1	4770901	4771200	7
TCGA-KIRC	cg26985878	chr17	81841501	81841800	20
TCGA-KIRC	cg06698844	chr2	97664701	97665000	16
TCGA-KIRC	cg15056751	chr3	3127501	3127800	8
TCGA-KIRC	cg07324381	chr9	136328401	136328700	11
TCGA-KIRC	cg00655923	chr7	65430301	65430600	14
TCGA-KIRC	cg07504727	chr2	1551001	1551300	9
TCGA-KIRC	cg02884928	chr14	104785201	104785500	11
TCGA-KIRC	cg20954977	chr2	231395401	231395700	33
TCGA-KIRC	cg08751508	chr10	132408301	132408600	14
TCGA-KIRC	cg11709405	chr1	24322801	24323100	10
TCGA-KIRC	cg05796704	chr1	11654101	11654400	34
TCGA-KIRC	cg23981871	chr2	176163901	176164200	6
TCGA-KIRC	cg19515484	chr6	1606501	1606800	8
TCGA-KIRC	cg24289314	chr10	124417801	124418100	14
TCGA-KIRC	cg00903577	chr6	28863301	28863600	5
TCGA-KIRC	cg26571870	chr16	85689301	85689600	15
TCGA-KIRC	cg02593507	chr19	4535401	4535700	7
TCGA-KIRC	cg05636467	chr10	129870901	129871200	9
TCGA-KIRC	cg00207921	chr1	1163401	1163700	16
TCGA-KIRC	cg16048006	chr1	2133601	2133900	22
TCGA-KIRC	cg24751129	chr6	42960901	42961200	22
TCGA-KIRP	cg05323141	chr14	104887801	104888100	12
TCGA-KIRP	cg04153536	chr9	37576801	37577100	6
TCGA-KIRP	cg09831081	chr21	46227601	46227900	7
TCGA-KIRP	cg23305365	chr8	104367001	104367300	11
TCGA-KIRP	cg20438663	chr12	48819001	48819300	11
TCGA-KIRP	cg07415388	chr17	17813701	17814000	17
TCGA-KIRP	cg06754987	chr1	43978501	43978800	5
TCGA-KIRP	cg02059082	chr2	27381001	27381300	21
TCGA-KIRP	cg14346895	chr9	37576801	37577100	6
TCGA-KIRP	cg11613559	chr10	119818201	119818500	24
TCGA-KIRP	cg02635677	chr5	177396301	177396600	19
TCGA-KIRP	cg02044612	chr11	68004301	68004600	10
TCGA-KIRP	cg06262098	chr7	5374201	5374500	25
TCGA-KIRP	cg14410964	chr9	136532401	136532700	14
TCGA-KIRP	cg11442173	chr17	63437701	63438000	25
TCGA-KIRP	cg17352276	chr15	66502801	66503100	8
TCGA-KIRP	cg18182566	chr14	105421801	105422100	13
TCGA-KIRP	cg17981927	chr2	241816201	241816500	21
TCGA-KIRP	cg08710410	chr10	132879001	132879300	10
TCGA-KIRP	cg21211253	chr5	139788601	139788900	15
TCGA-KIRP	cg26202195	chr8	104367001	104367300	11
TCGA-KIRP	cg07297068	chr8	6834001	6834300	10
TCGA-KIRP	cg05896714	chr17	19344301	19344600	20
TCGA-KIRP	cg08121453	chr1	248691901	248692200	30
TCGA-KIRP	cg12752647	chr10	72089101	72089400	4
TCGA-KIRP	cg27039898	chr17	81841501	81841800	20
TCGA-KIRP	cg16814416	chr1	44806501	44806800	13
TCGA-KIRP	cg20544516	chr17	17813701	17814000	17
TCGA-KIRP	cg27316369	chr17	81841501	81841800	20
TCGA-KIRP	cg19497444	chr11	2909401	2909700	29
TCGA-KIRP	cg04138976	chr1	46668601	46668900	13
TCGA-KIRP	cg16379091	chr11	315601	315900	16
TCGA-LGG	cg12282552	chr11	65554201	65554500	12
TCGA-LGG	cg25662041	chr5	177332101	177332400	23
TCGA-LGG	cg20504474	chr17	82303201	82303500	13
TCGA-LGG	cg23305365	chr8	104367001	104367300	11
TCGA-LGG	cg23743554	chr11	65553601	65553900	20
TCGA-LGG	cg13910746	chr8	143283601	143283900	28
TCGA-LGG	cg05939380	chr15	89487001	89487300	13
TCGA-LGG	cg08357436	chr17	58488001	58488300	32
TCGA-LGG	cg04871131	chr7	95324701	95325000	4
TCGA-LGG	cg05859929	chr5	483301	483600	20
TCGA-LGG	cg13824991	chr18	79006201	79006500	25
TCGA-LGG	cg18257485	chr4	2954701	2955000	6
TCGA-LGG	cg05785102	chr16	1959001	1959300	9
TCGA-LGG	cg06895675	chr10	86377501	86377800	7
TCGA-LGG	cg19472079	chr20	3249301	3249600	4
TCGA-LGG	cg00893603	chr13	26012701	26013000	9
TCGA-LGG	cg20223950	chr10	133104001	133104300	14
TCGA-LGG	cg07862768	chr8	104367001	104367300	11
TCGA-LGG	cg21241902	chr9	137453401	137453700	21
TCGA-LGG	cg15267250	chr3	128427001	128427300	5
TCGA-LGG	cg04591709	chr8	101223601	101223900	4
TCGA-LGG	cg02027717	chr3	13548601	13548900	4
TCGA-LGG	cg15544721	chr7	94907101	94907400	5
TCGA-LGG	cg14216876	chr1	2800501	2800800	18
TCGA-LGG	cg27366766	chr17	58487701	58488000	34
TCGA-LGG	cg05155775	chr1	219928801	219929100	12
TCGA-LGG	cg09439511	chr10	131617501	131617800	15
TCGA-LGG	cg01777121	chr3	55482901	55483200	24
TCGA-LGG	cg12297839	chr10	133029601	133029900	10
TCGA-LGG	cg03387723	chr1	41242501	41242800	23
TCGA-LGG	cg08386537	chr2	170712601	170712900	12
TCGA-LGG	cg23819145	chr2	24360901	24361200	13
TCGA-LGG	cg15297650	chr2	134719201	134719500	26
TCGA-LGG	cg02104434	chr1	247530901	247531200	31
TCGA-LGG	cg17598339	chr2	169768201	169768500	26
TCGA-LGG	cg10579631	chr19	33684001	33684300	10
TCGA-LGG	cg03854071	chr19	19515601	19515900	17
TCGA-LGG	cg04696274	chr20	45348601	45348900	7
TCGA-LGG	cg08733496	chr1	41021401	41021700	6
TCGA-LGG	cg22375689	chr19	33684001	33684300	10
TCGA-LGG	cg13334277	chr6	88047901	88048200	29
TCGA-LIHC	cg12180253	chr19	3435601	3435900	8
TCGA-LIHC	cg12012524	chr19	1267801	1268100	11
TCGA-LIHC	cg02351804	chr18	45837901	45838200	15
TCGA-LIHC	cg25192717	chr6	33455101	33455400	13
TCGA-LIHC	cg16246489	chr5	135399901	135400200	10
TCGA-LIHC	cg06814892	chr5	116084101	116084400	4
TCGA-LIHC	cg01107874	chr10	75405601	75405900	19
TCGA-LIHC	cg05924254	chr4	1113901	1114200	16
TCGA-LIHC	cg02458483	chr1	32741101	32741400	10
TCGA-LIHC	cg27059819	chr3	127628701	127629000	19
TCGA-LIHC	cg00490976	chr3	194316001	194316300	11
TCGA-LIHC	cg20132791	chr6	36024601	36024900	14
TCGA-LIHC	cg06760077	chr2	118310701	118311000	11
TCGA-LIHC	cg15451662	chr19	7536301	7536600	10
